folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,cocina,cocina_dor,cuart_dorm,num_cuarto,lugar_coc,ab_agua,dotac_agua,excusado,uso_compar,sanit_agua,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,combus,eli_basura,tenencia,estim_pago,escrituras,tot_resid,tot_hom,tot_muj,est_socio,ing_tri,ing_tri_pc
1906331505,1,8,10,3,1,2,2,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,5000,1,2,1,1,4,146739.13,73369.565
1906331506,1,8,10,3,1,2,3,5,1,1,1,1,2,1,3,1,0,1,1,4,1,2,25000,,5,1,4,4,181369.53,36273.906
1906332401,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,4,3000,1,5,2,3,2,36684.78,7336.956
1906332402,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,5000,3,3,2,1,2,125779.85,41926.61667
1906332403,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,2,0,1,1,3,1,4,5000,1,4,1,3,2,93766.28,23441.57
1906332404,1,8,10,3,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,1,2,2,26999.99,8999.996667
1906332405,1,8,10,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3,1,1, ,,3,1,2,2,33627.7,11209.23333
1906332406,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,4000,1,2,1,1,2,35804.33,17902.165
1906333301,1,8,10,3,1,2,4,7,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4000,1,5,4,1,3,106757.58,21351.516
1906333302,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,5000,1,2,1,1,3,36978.24,18489.12
1906333303,1,8,10,3,1,2,1,8,1,1,1,1,2,1,3,1,0,1,1,4,1,4,12000,1,3,1,2,3,171317.91,57105.97
1906333304,1,8,10,3,1,2,4,5,1,1,1,1,2,1,2,0,0,1,1,3,1,6,8000,,5,3,2,3,213798.89,42759.778
1906333305,1,8,10,3,1,2,2,3,1,1,1,1,2,1,3,0,0,1,1,4,1,4,10000,1,4,1,3,3,84864.11,21216.0275
1906334601,1,3,3,1,2,,1,1,1,1,1,1,2,1,1,0,0,1,1,3,1,2,2000,,2,1,1,2,39245.88,19622.94
1906334603,1,8,10,2,1,2,3,5,5,,,1,2,2,1,0,0,1,1,1,1,4,2000,1,1,1,0,2,6786.88,6786.88
1906334604,1,8,3,2,1,2,2,3,1,1,2,1,2,1,1,0,0,1,1,3,1,1, ,,4,2,2,2,67967.18,16991.795
1906334605,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,3000,1,2,2,0,2,49131.12,24565.56
1906334606,1,8,10,2,1,2,2,3,1,1,1,1,2,1,2,0,0,1,1,3,1,4,3000,1,3,1,2,2,43081.95,14360.65
1906335701,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,3000,1,2,1,1,4,45983.6,22991.8
1906335702,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,4,1,3,4,23606.54,5901.635
1906335703,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3000,3,4,3,1,4,91721.27,22930.3175
1906335704,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,5000,1,4,2,2,4,88721.29,22180.3225
1906335705,1,8,10,2,1,2,2,5,1,1,1,1,2,1,2,2,0,1,1,4,1,4,10000,1,3,1,2,4,49180.32,16393.44
1906335706,1,8,10,3,1,2,2,4,1,1,1,1,2,1,2,0,0,1,1,4,1,2,4000,,2,1,1,4,57934.4,28967.2
1906336501,1,8,10,3,1,2,2,4,1,1,1,1,1,1,1,0,0,1,1,4,1,4,4000,1,2,1,1,3,35217.39,17608.695
1906336502,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,10000,1,1,0,1,3,8804.34,8804.34
1906336503,1,8,10,3,1,2,3,8,1,1,1,1,2,1,2,0,0,1,1,4,1,4,10000,1,4,3,1,3,272201.03,68050.2575
1906336504,2,8,10,3,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,1,2,3,81391.29,27130.43
1906336505,1,8,10,3,1,2,3,6,1,1,1,1,2,1,1,1,0,1,1,4,1,4,3000,1,3,3,0,3,359510.84,119836.9467
1906337901,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,1,0,1,1,4,1,4,9000,1,3,1,2,4,143657.57,47885.85667
1906337902,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,4,1,3,4000,1,3,2,1,4,33016.29,11005.43
1906337904,1,8,10,3,1,2,2,4,1,1,1,1,2,1,2,0,0,1,1,4,1,4,7000,1,3,2,1,4,223610.86,74536.95333
1906337905,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,4000,1,3,2,1,4,84961.93,28320.64333
1906338201,1,8,10,2,1,2,1,3,1,1,1,1,2,1,1,1,0,1,1,3,1,2,10000,,3,3,0,4,73681.28,24560.42667
1906338202,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,1,0,1,1,4,1,4,10000,1,4,2,2,4,201065.93,50266.4825
1906338204,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,4,5000,1,3,1,2,4,113093.35,37697.78333
1906338205,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,1,0,1,1,4,1,4,10000,1,4,1,3,4,25071.42,6267.855
1906338206,1,8,10,3,1,2,3,4,1,1,1,1,2,1,3,1,0,1,1,4,1,4,11000,1,4,2,2,4,143901.06,35975.265
1906339401,1,8,10,3,1,2,1,5,1,1,1,1,2,1,1,1,0,1,1,3,1,6,3050,,1,0,1,4,12913.04,12913.04
1906339402,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,4500,1,3,1,2,4,88033.66,29344.55333
1906339403,1,8,10,3,1,2,2,4,1,1,1,1,2,1,2,1,0,1,1,4,1,3,20000,1,2,1,1,4,222676.59,111338.295
1906339405,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,1,0,1,1,3,1,4,8000,1,5,2,3,4,138472.8,27694.56
1906339406,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,1, ,,3,1,2,4,98403.21,32801.07
1906340601,1,8,10,3,1,2,2,6,1,1,1,1,2,1,1,1,0,1,1,4,1,2,3500,,1,1,0,4,53393.11,53393.11
1906340602,1,8,10,3,1,2,2,7,1,1,1,1,2,1,2,1,0,1,1,4,1,4,8000,1,2,1,1,4,64918.02,32459.01
1906340604,1,8,10,3,1,2,2,4,1,1,1,1,1,1,2,0,0,1,1,4,1,1, ,,2,1,1,4,55377.04,27688.52
1906340605,1,8,10,3,1,1,3,6,1,1,1,1,2,1,1,1,0,1,1,4,1,4,4500,1,2,1,1,4,105172.1,52586.05
1906340606,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,5000,1,5,2,3,4,136991.77,27398.354
1906341802,1,8,10,2,1,2,2,5,1,1,1,1,2,1,1,1,0,1,1,4,1,4,4000,1,3,2,1,2,30983.58,10327.86
1906341803,3,8,10,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,4,3,1,2,41262.28,10315.57
1906341805,1,1,10,3,1,2,4,6,1,1,1,1,2,1,2,0,0,1,1,4,1,4,5000,1,6,1,5,2,68901.61,11483.60167
1906341806,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,1,0,1,2,11803.27,11803.27
1906342001,1,8,3,2,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2500,1,5,3,2,2,132945.62,26589.124
1906342002,2,8,10,2,1,2,2,3,1,1,1,1,1,1,1,0,0,1,1,3,1,1, ,,4,2,2,2,38274.44,9568.61
1906342003,1,8,10,2,1,2,4,7,1,1,1,1,2,1,2,1,0,1,1,4,1,4,2500,1,7,3,4,2,63513.56,9073.365714
1906342004,1,8,10,3,1,2,1,5,1,1,1,1,2,1,2,0,0,1,1,3,1,2,2000,,2,1,1,2,127574.95,63787.475
1906342005,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,3,1,4,3000,1,3,2,1,2,56372.27,18790.75667
1906342006,1,8,10,2,1,2,2,5,1,1,1,1,2,1,1,0,0,1,1,3,1,2,2000,,3,1,2,2,61043.47,20347.82333
1906343803,1,8,10,3,1,2,4,6,1,1,1,1,2,1,2,1,0,1,1,3,1,4,10000,1,6,3,3,4,261639.29,43606.54833
1906343804,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,5000,1,4,1,3,4,78014.71,19503.6775
1906343805,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,4,6000,1,3,1,2,4,60491.78,20163.92667
1906343806,1,8,10,3,1,2,4,6,1,1,1,1,2,1,3,0,0,1,1,3,1,4,6000,1,3,1,2,4,122213.1,40737.7
1906344001,7,8,10,3,1,2,3,4,1,1,1,1,2,1,2,1,0,1,1,5,1,4,15000,1,4,3,1,4,301304.32,75326.08
1906344002,7,8,10,3,1,2,4,5,1,1,1,1,2,1,2,1,0,1,1,4,1,4,15000,1,3,1,2,4,357407.54,119135.8467
1906344003,7,8,10,3,1,2,4,5,1,1,1,1,1,1,2,1,0,1,1,3,1,3,12000,1,4,2,2,4,172565.18,43141.295
1906344004,7,8,10,3,1,2,3,4,1,1,1,1,2,1,2,1,0,1,1,4,1,3,11500,1,5,4,1,4,179999.98,35999.996
1906344005,7,8,10,3,1,2,3,4,1,1,1,1,2,1,3,1,0,1,1,3,1,4,15000,1,2,1,1,4,197217.35,98608.675
1906344006,1,8,10,3,1,2,4,5,1,1,1,1,2,1,3,1,0,1,1,4,1,2,18000,,1,0,1,4,52826.07,52826.07
1906345301,3,8,10,3,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,4,1500,1,2,1,1,2,67499.99,33749.995
1906345302,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,0,0,1,1,3,1,4,4000,1,2,1,1,2,53070.64,26535.32
1906345303,1,8,3,2,1,2,1,2,1,1,1,1,2,2,1,0,0,1,1,4,1,2,4000,,10,3,7,2,72586.9,7258.69
1906345304,1,8,10,2,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4500,1,3,3,0,2,14673.9,4891.3
1906345305,1,8,3,3,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,3,1,2,4500,,4,3,1,2,244137.19,61034.2975
1906345306,3,8,10,3,1,2,1,2,1,1,1,1,1,1,1,0,0,1,1,3,1,2,1500,,2,1,1,2,27733.68,13866.84
1906346701,1,8,10,3,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,4,1,2,5000,,1,1,0,3,30393.43,30393.43
1906346702,1,8,10,3,1,2,1,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3000,1,1,0,1,3,50163.91,50163.91
1906346703,1,8,10,3,1,2,1,7,1,1,1,1,2,1,1,1,0,1,1,4,1,4,5000,1,1,0,1,3,16967.2,16967.2
1906346704,1,8,10,3,1,1,3,9,1,1,1,1,2,1,3,0,0,1,1,5,1,4,15000,1,3,0,3,3,77950.79,25983.59667
1906346705,1,8,10,3,1,2,2,5,1,1,1,1,2,1,1,0,0,1,1,4,1,5,6000,,4,2,2,3,55819.64,13954.91
1906346706,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,5000,1,4,0,4,3,139377.03,34844.2575
1906347301,1,8,10,3,1,2,1,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,8000,1,2,1,1,4,112451.05,56225.525
1906347302,1,8,10,2,1,2,4,5,1,1,1,1,2,1,2,2,0,1,1,4,1,4,9000,1,2,1,1,4,48570.63,24285.315
1906347304,2,8,10,3,1,2,2,4,1,1,1,1,1,1,1,1,0,1,1,4,1,4,5000,1,5,3,2,4,146543.45,29308.69
1906347306,3,8,10,3,1,2,2,5,1,1,1,1,2,1,1,1,0,1,1,4,1,3,4000,1,3,1,2,4,70434.77,23478.25667
1906348901,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,3,3000,3,1,1,0,3,51505.41,51505.41
1906348902,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,3,3000,3,3,1,2,3,93668.43,31222.81
1906348903,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3500,1,6,3,3,3,135097.78,22516.29667
1906348904,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,4000,1,3,1,2,3,74836.94,24945.64667
1906348905,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,3,6000,3,5,4,1,3,149820.6,29964.12
1906348906,1,8,10,3,1,2,2,5,1,1,1,1,2,1,1,1,0,1,1,3,1,3,3000,3,2,1,1,3,74201.06,37100.53
1906349501,1,8,10,3,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,4,2,2,2,51211.94,12802.985
1906349502,1,8,3,2,1,1,4,5,1,1,1,1,2,1,3,0,0,1,1,3,1,4,1500,1,6,3,3,2,55956.5,9326.083333
1906349503,1,8,10,2,1,2,3,6,1,1,1,1,2,1,2,0,0,1,1,3,1,4,2500,3,7,5,2,2,111203.77,15886.25286
1906349504,1,8,10,2,1,2,3,4,1,1,1,1,2,1,1,1,0,1,1,3,1,4,2500,1,7,3,4,2,92054.29,13150.61286
1906349505,1,8,2,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,5,1800,,2,0,2,2,29494.55,14747.275
1906349506,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,3,1,4,2000,1,6,4,2,2,196473.88,32745.64667
1906350201,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,5,2500,,5,3,2,3,93016.45,18603.29
1906350202,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,4,6000,1,1,0,1,3,24230.76,24230.76
1906350204,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,5,3800,,4,1,3,3,77810.42,19452.605
1906350205,1,8,10,3,1,2,1,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,4000,1,2,1,1,3,72692.28,36346.14
1906350206,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,5000,1,3,1,2,3,34368.11,11456.03667
1906351701,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,8000,1,4,1,3,2,277672.09,69418.0225
1906351702,1,8,3,3,1,2,1,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,4500,1,1,0,1,2,26557.36,26557.36
1906351703,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,4500,1,2,0,2,2,62188.51,31094.255
1906351705,1,7,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,4,4000,1,6,2,4,2,106032.76,17672.12667
1906351706,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,2,2000,,5,3,2,2,50522.93,10104.586
1906352001,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,4,1,2,7000,,5,2,3,4,113184.74,22636.948
1906352003,1,8,10,3,1,2,3,4,1,1,1,1,1,1,2,1,0,1,1,5,1,3,7000,1,2,1,1,4,83396.72,41698.36
1906352004,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,4,1,3,8000,1,5,3,2,4,379932.03,75986.406
1906352005,1,8,10,3,1,2,4,7,1,1,1,1,2,1,2,1,0,1,1,3,1,3,10000,1,5,4,1,4,158576.06,31715.212
1906353502,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,4,1,4,7000,1,3,1,2,4,204211.93,68070.64333
1906353503,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,4,1,3,6000,1,4,2,2,4,84521.73,21130.4325
1906353505,1,8,10,3,1,2,3,4,1,1,2,1,2,1,1,1,0,1,1,4,1,4,8000,1,5,2,3,4,51260.85,10252.17
1906354701,1,8,10,3,1,2,2,4,1,1,1,1,2,1,2,1,0,1,1,4,1,4,8000,1,4,2,2,4,156295.05,39073.7625
1906354702,1,6,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,3,1,3,5000,2,3,1,2,4,61967.19,20655.73
1906354703,1,8,10,3,1,2,1,6,1,1,1,1,2,1,2,1,0,1,1,4,1,4,8000,1,1,1,0,4,73770.49,73770.49
1906354704,1,8,10,3,1,2,2,8,1,1,1,1,2,1,1,1,0,1,1,4,1,3,8000,1,3,1,2,4,231819.32,77273.10667
1906354705,1,8,10,3,1,2,3,4,1,1,1,1,2,1,2,1,0,1,1,4,1,3,8000,1,5,1,4,4,104262.27,20852.454
1906354706,1,8,10,3,1,2,3,4,1,1,1,1,2,1,2,1,0,1,1,4,1,4,8000,1,4,1,3,4,92213.11,23053.2775
1906355901,1,8,10,3,1,2,2,5,1,1,1,1,2,1,1,1,0,1,1,4,1,3,7000,1,3,1,2,4,59918.45,19972.81667
1906355902,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,0,0,1,1,4,1,3,10000,1,4,1,3,4,209494.52,52373.63
1906355903,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,1,0,1,1,4,2,4,12000,1,4,2,2,4,106630.41,26657.6025
1906355904,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,4,2,3,10000,3,4,1,3,4,76524.4,19131.1
1906355906,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,1,0,1,1,4,2,3,10000,1,4,2,2,4,179877.65,44969.4125
1906356401,1,8,10,3,1,2,1,3,1,1,1,1,2,1,2,0,0,1,1,4,1,2,2000,,2,1,1,3,94055.83,47027.915
1906356402,1,8,10,3,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,4,1,4,3000,1,2,0,2,3,43738.01,21869.005
1906356404,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,3,1,4,3500,3,1,0,1,3,30717.36,30717.36
1906356405,1,8,10,2,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3000,1,2,1,1,3,26706.49,13353.245
1906357602,1,8,10,2,1,2,3,7,1,1,1,1,2,1,2,0,0,1,1,4,1,4,6000,1,4,3,1,3,118131.11,29532.7775
1906357603,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,0,0,1,1,4,1,4,6000,1,3,1,2,3,86311.44,28770.48
1906357604,1,8,10,2,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,4,1,5,4000,,4,2,2,3,41586.87,10396.7175
1906357605,1,8,10,2,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,5000,4,8,4,4,3,170754.05,21344.25625
1906357606,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,5,3000,,3,1,2,3,59016.37,19672.12333
1906358801,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,2,3000,,4,3,1,2,70819.65,17704.9125
1906358802,2,8,10,3,1,2,1,2,1,1,1,1,2,1,1,0,0,2,1,3,1,2,2500,,2,1,1,2,52377.04,26188.52
1906358803,1,8,10,2,1,2,4,6,1,1,1,1,2,1,1,0,0,1,1,3,1,4,2000,1,8,5,3,2,129221.27,16152.65875
1906358804,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,4,2500,2,1,1,0,2,22131.14,22131.14
1906358806,1,8,10,2,1,2,1,6,1,1,1,1,2,1,1,0,0,2,1,3,1,1, ,,2,1,1,2,60491.78,30245.89
1906359501,7,8,10,3,1,2,1,3,1,1,1,1,2,1,2,0,0,1,1,3,1,3,3000,1,1,1,0,4,76059.77,76059.77
1906359502,7,8,10,3,1,2,2,3,1,1,1,1,2,1,1,1,0,1,1,4,1,3,4500,1,4,1,3,4,164034.76,41008.69
1906359503,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,3,8000,1,4,3,1,4,97288.03,24322.0075
1906359504,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,1,0,1,1,4,1,3,8000,1,4,2,2,4,148940.19,37235.0475
1906359505,7,8,10,3,1,2,1,3,1,1,1,1,2,1,1,1,0,1,1,4,1,4,6000,1,2,1,1,4,168749.97,84374.985
1906360001,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,3,3000,1,4,3,1,2,77820.63,19455.1575
1906360002,1,8,10,3,1,2,2,5,1,1,1,1,2,1,2,0,0,1,1,4,1,3,2500,1,4,1,3,2,121597.81,30399.4525
1906360003,1,8,10,2,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,3,2800,1,3,1,2,2,65445.64,21815.21333
1906360004,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,3,1,4,3500,1,4,2,2,2,87999.43,21999.8575
1906360005,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,3,3000,1,8,3,5,2,78065.19,9758.14875
1906360006,7,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,3,3100,1,5,3,2,2,53168.47,10633.694
1906361301,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,5,1000,,2,1,1,2,62828.78,31414.39
1906361302,1,8,10,3,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,2,1,1,2,45635.85,22817.925
1906361303,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,3,1500,3,3,1,2,2,112989.11,37663.03667
1906361304,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,2,1,2,44021.72,14673.90667
1906361305,1,8,10,2,1,2,2,5,1,1,1,1,2,1,1,0,0,1,1,3,1,3,1900,3,5,4,1,2,33578.78,6715.756
1906361306,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,3,1700,3,4,1,3,2,33016.3,8254.075
1906362702,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,1,0,1,1,4,1,4,5000,1,4,1,3,4,136967.17,34241.7925
1906362703,1,8,10,3,1,2,2,4,1,1,1,1,2,1,2,0,0,1,1,3,1,3,3000,1,4,2,2,4,53114.75,13278.6875
1906362704,1,8,10,3,1,2,3,5,1,1,1,1,1,1,2,1,0,1,1,4,1,4,5000,1,3,2,1,4,159344.25,53114.75
1906362705,1,8,10,3,1,2,3,5,1,1,1,1,2,1,3,1,0,1,1,4,1,4,8000,1,1,1,0,4,104754.09,104754.09
1906362706,1,8,10,3,1,2,3,6,1,1,1,1,1,1,2,1,0,1,1,4,1,4,7000,1,2,2,0,4,186885.23,93442.615
1906363901,1,8,10,3,1,2,2,4,1,1,1,1,2,1,2,1,0,1,1,3,1,2,6000,,4,3,1,4,28247.27,7061.8175
1906363902,1,8,10,3,1,2,2,5,1,1,1,1,2,1,2,1,0,1,1,3,1,6,8000,,2,1,1,4,47103.24,23551.62
1906363903,1,8,10,3,1,2,2,5,1,1,1,1,2,1,2,1,0,1,1,4,1,4,7000,1,3,2,1,4,51358.69,17119.56333
1906363904,1,8,10,3,1,2,1,5,1,1,1,1,2,1,2,1,0,1,1,4,1,3,3000,1,2,1,1,4,102839.64,51419.82
1906363905,1,8,10,3,1,2,2,5,1,1,1,1,2,1,2,1,0,1,1,3,1,3,7000,1,2,1,1,4,101983.68,50991.84
1906363906,1,8,10,3,1,2,3,7,1,1,1,1,2,1,2,1,0,1,1,4,1,4,8000,1,5,3,2,4,145394,29078.8
1906364801,1,8,10,3,1,2,3,6,1,1,1,1,2,1,1,1,0,1,1,4,1,3,4000,2,6,3,3,3,215207.12,35867.85333
1906364802,1,8,10,3,1,2,2,3,1,1,1,1,2,1,2,0,0,1,1,3,1,3,6000,1,3,1,2,3,86671.43,28890.47667
1906364803,1,8,10,3,1,2,1,5,1,1,1,1,2,1,2,0,0,1,1,3,1,2,3500,,1,0,1,3,27946.69,27946.69
1906364804,1,8,10,3,1,2,2,3,1,1,1,1,2,1,2,0,0,1,1,4,1,4,5000,1,6,2,4,3,169770.43,28295.07167
1906364805,2,8,10,3,2,,1,1,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,1,2,3,38114.74,12704.91333
1906364806,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,2,5000,,2,1,1,3,84590.14,42295.07
1906365501,1,8,10,3,1,2,4,6,1,1,1,1,2,1,2,2,0,1,1,4,1,4,2000,1,7,3,4,2,168163,24023.28571
1906365502,1,8,3,2,2,,1,1,1,,,1,2,2,1,0,0,1,1,3,1,5,1500,,2,1,1,2,35217.39,17608.695
1906365503,1,8,10,3,1,2,1,4,1,1,1,1,2,2,2,1,0,1,1,3,1,4,4000,1,2,1,1,2,17608.68,8804.34
1906365504,7,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,5,1,4,2,65360.03,13072.006
1906365505,1,8,10,3,1,2,2,5,1,1,1,1,2,1,2,0,0,1,1,3,1,4,5000,1,4,3,1,2,74494.55,18623.6375
1906365506,1,8,10,3,1,2,3,4,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4000,1,5,3,2,2,119519,23903.8
1906366701,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,2,1600,,4,2,2,2,51786.87,12946.7175
1906366702,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,3,3000,1,5,3,2,2,41557.34,8311.468
1906366703,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,3,3500,1,6,1,5,2,41877.03,6979.505
1906366704,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,4,3,1,2,27147.52,6786.88
1906366705,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,3,4000,1,1,1,0,2,29311.46,29311.46
1906366706,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,3,3000,1,2,1,1,2,41311.46,20655.73
1906367901,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,3,2000,1,3,2,1,2,54293.47,18097.82333
1906367902,1,8,10,3,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,2,1,2,86576.08,28858.69333
1906367903,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,3,1800,1,5,1,4,2,98559.76,19711.952
1906367904,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,3,2500,1,5,2,3,2,86576.07,17315.214
1906367905,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2000,1,3,2,1,2,80902.16,26967.38667
1906367906,1,8,10,2,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,3,1,2,2500,,5,4,1,2,93913.04,18782.608
1906368001,1,8,10,2,1,2,1,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2500,1,2,1,1,3,31793.47,15896.735
