folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,cocina,cocina_dor,cuart_dorm,num_cuarto,lugar_coc,ab_agua,dotac_agua,excusado,uso_compar,sanit_agua,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,combus,eli_basura,tenencia,estim_pago,escrituras,tot_resid,tot_hom,tot_muj,est_socio,ing_tri,ing_tri_pc
1916541006,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,3,4000,3,2,0,2,3,47934.77,23967.385
1916542302,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4500,1,4,2,2,3,112157.59,28039.3975
1916542303,1,8,10,3,1,2,3,4,1,1,1,1,2,1,2,0,0,1,1,4,1,2,8000,,5,3,2,3,34923.89,6984.778
1916542304,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,4000,1,2,1,1,3,54293.46,27146.73
1916542305,1,8,10,3,1,2,3,6,1,1,1,1,2,1,1,0,0,1,1,4,1,4,5000,1,3,1,2,3,45988.02,15329.34
1916542306,1,8,10,3,1,2,4,5,1,1,1,1,2,1,1,0,0,1,1,4,1,2,4000,,3,1,2,3,32380.43,10793.47667
1916543401,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,4000,1,3,1,2,2,65274.42,21758.14
1916543402,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,1,0,1,1,4,1,4,8000,1,5,3,2,2,217027.14,43405.428
1916543403,1,8,10,3,1,2,4,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,5000,1,2,1,1,2,46956.51,23478.255
1916543404,1,6,10,3,1,2,3,10,1,1,1,1,2,1,3,0,0,1,1,4,1,4,6000,1,3,0,3,2,81547.81,27182.60333
1916543405,1,8,10,3,1,2,3,8,1,1,1,1,2,1,2,0,0,1,1,4,1,4,5000,1,1,1,0,2,105652.17,105652.17
1916543406,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3500,1,3,2,1,2,69016.25,23005.41667
1916544601,1,8,10,3,2,,1,1,6,1,1,1,2,1,1,0,0,1,1,4,1,2,2000,,2,1,1,2,38360.64,19180.32
1916544602,7,8,10,2,1,2,1,4,1,1,1,1,2,2,0,1,0,1,1,3,1,4,2000,1,1,1,0,2,48688.5,48688.5
1916544603,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2500,1,2,1,1,2,68820.96,34410.48
1916544604,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,1,0,1,1,4,1,4,2000,1,4,2,2,2,182213.07,45553.2675
1916544605,1,8,10,2,1,2,2,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2000,1,3,1,2,2,59016.38,19672.12667
1916544606,1,8,10,2,1,2,4,5,1,1,1,1,2,1,0,1,1,1,1,3,1,4,4000,1,8,4,4,2,116114.72,14514.34
1916545501,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,3500,1,1,0,1,3,56934.76,56934.76
1916545502,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,5000,1,4,1,3,3,72293.46,18073.365
1916545503,1,8,10,3,1,2,2,5,1,1,1,1,2,1,1,0,0,1,1,4,1,3,5000,3,3,2,1,3,78701.07,26233.69
1916545504,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3000,1,4,2,2,3,118858.68,29714.67
1916545505,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,3,2000,1,2,1,1,3,106972.8,53486.4
1916545506,1,8,10,3,1,2,2,5,1,1,1,1,2,1,2,0,0,1,1,3,1,3,4000,1,4,2,2,3,80608.68,20152.17
1916546801,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,1,0,1,1,4,1,4,5000,1,5,2,3,2,60393.44,12078.688
1916546802,1,8,10,2,1,2,4,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4000,1,4,3,1,2,64377.02,16094.255
1916546803,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,1,0,1,1,3,1,4,6000,1,9,4,5,2,204639.27,22737.69667
1916546804,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,1, ,,4,3,1,2,61229.48,15307.37
1916546805,5,8,10,2,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,2,1,1,2,81393.43,40696.715
1916546806,1,8,10,3,1,2,4,6,1,1,1,1,2,1,1,1,0,1,1,4,1,4,3000,1,4,2,2,2,85573.73,21393.4325
1916547001,1,8,10,2,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,1000,1,4,1,3,2,31402.16,7850.54
1916547002,5,8,10,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3,1,1, ,,2,1,1,2,58524.44,29262.22
1916547003,5,8,10,3,2,,1,1,3,1,1,1,1,1,2,0,0,1,1,3,1,1, ,,2,1,1,2,39130.43,19565.215
1916547004,1,8,10,2,1,1,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,4000,1,4,2,2,2,50576.08,12644.02
1916547005,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,1,0,1,1,4,1,3,1500,3,6,3,3,2,144586.93,24097.82167
1916548701,1,8,10,3,1,2,3,6,1,1,1,1,2,1,2,0,0,1,1,4,1,4,5000,1,3,2,1,3,78098.32,26032.77333
1916548703,1,8,10,2,2,,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3000,1,2,0,2,3,27147.52,13573.76
1916548705,1,8,10,3,1,2,4,7,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4000,1,6,3,3,3,69368.82,11561.47
1916549901,1,8,10,3,1,2,5,7,1,1,1,1,2,1,2,0,0,1,1,4,1,4,5000,1,5,1,4,3,160190.19,32038.038
1916549902,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,2,4500,,5,2,3,3,54489.12,10897.824
1916549903,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,1, ,,2,1,1,3,59135.84,29567.92
1916549906,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,4000,1,1,1,0,3,24652.16,24652.16
1916550301,1,8,10,3,1,2,3,7,1,1,1,1,2,1,3,1,0,1,1,4,1,3,15000,1,4,2,2,4,275624.97,68906.2425
1916550302,1,8,10,3,1,2,3,7,1,1,1,1,2,1,4,2,0,1,1,3,1,1, ,,5,3,2,4,433076.08,86615.216
1916550303,1,8,10,3,1,2,3,6,1,1,1,1,2,1,4,1,0,1,1,4,1,3,15000,1,4,3,1,4,307418.44,76854.61
1916550305,1,8,10,3,1,2,5,7,1,1,1,1,2,1,2,1,0,1,1,4,1,4,6000,1,6,4,2,4,201521.71,33586.95167
1916550306,1,8,1,3,1,2,4,7,1,1,1,1,2,1,5,0,0,1,1,4,1,4,8000,1,2,1,1,4,35838.57,17919.285
1916551202,1,8,10,3,1,2,3,7,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4000,1,3,2,1,3,105812.27,35270.75667
1916551203,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,4,1,4,4000,1,2,1,1,3,44505.49,22252.745
1916551204,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,4000,1,1,1,0,3,37829.66,37829.66
1916551206,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,3000,1,3,1,2,3,86934.02,28978.00667
1916552401,1,8,10,3,1,2,1,5,1,1,1,1,2,1,1,0,0,1,1,3,1,4,3000,1,1,1,0,3,45048.9,45048.9
1916552402,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,4,1,1, ,,3,1,2,3,60896.72,20298.90667
1916552403,1,8,10,2,1,2,1,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3000,1,2,1,1,3,25679.34,12839.67
1916552404,1,8,10,3,2,,2,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2000,1,2,1,1,3,20054.32,10027.16
1916552405,1,8,10,3,2,,1,3,6,1,1,1,2,1,1,0,0,1,1,4,1,2,6000,,2,2,0,3,144048.9,72024.45
1916552406,7,8,10,3,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2000,1,4,3,1,3,75326.05,18831.5125
1916553601,1,8,10,3,1,2,3,6,1,1,1,1,2,1,1,1,0,1,1,4,1,4,6000,2,4,3,1,3,244573.73,61143.4325
1916553602,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,2000,1,2,1,1,3,29508.17,14754.085
1916553603,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,3,1,5,5000,,3,3,0,3,44754.07,14918.02333
1916553605,2,8,10,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,4,1,1, ,,5,2,3,3,62050.8,12410.16
1916553606,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,4,1,4,4000,1,4,2,2,3,66983.57,16745.8925
1916554302,1,8,10,3,1,2,2,6,1,1,1,1,2,1,1,0,0,1,1,3,1,4,25000,1,3,1,2,3,201521.72,67173.90667
1916554303,1,8,3,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,2,5000,,3,2,1,3,70434.78,23478.26
1916554304,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,1000,4,3,2,1,3,46956.52,15652.17333
1916554305,2,8,10,2,1,2,2,3,1,2,1,1,2,1,1,0,0,1,1,3,1,1, ,,6,2,4,3,156864.09,26144.015
1916554306,2,8,3,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,4,2000,3,2,1,1,3,17021.73,8510.865
1916555501,1,8,3,3,1,2,1,4,1,1,1,1,2,1,1,0,0,1,1,3,1,2,11000,,2,1,1,3,63127.16,31563.58
1916555502,1,8,3,2,1,2,1,3,1,1,1,1,2,1,0,1,1,1,1,3,1,1, ,,2,1,1,3,58695.64,29347.82
1916555503,1,8,3,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,1,0,1,3,33456.5,33456.5
1916555505,1,8,3,3,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,4,3000,1,2,1,1,3,45097.79,22548.895
1916555506,2,8,10,3,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,2,1,3,23771.73,7923.91
1916556701,1,8,10,3,1,2,1,5,1,1,1,1,2,1,2,1,0,1,1,3,1,4,5000,2,2,0,2,3,70819.66,35409.83
1916556702,1,8,10,3,1,1,2,3,1,,,1,2,2,0,1,0,1,1,3,1,4,3000,3,1,1,0,3,122459,122459
1916556703,5,8,3,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,1,2,3,78147.52,26049.17333
1916557902,2,8,10,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,4,4000,2,1,1,0,3,66277.16,66277.16
1916557903,1,8,10,2,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,3,4500,2,3,1,2,3,46687.48,15562.49333
1916557904,1,8,10,3,1,2,2,3,1,1,1,1,2,1,2,0,0,1,1,3,1,4,10000,1,3,1,2,3,52239.12,17413.04
1916557906,1,8,3,3,1,2,3,5,1,1,1,1,2,1,2,0,0,1,1,3,1,4,4000,2,4,3,1,3,142336.94,35584.235
1916558201,1,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,3000,2,4,3,1,3,108059.3,27014.825
1916558203,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,4,1,4,7000,1,4,1,3,3,142442.28,35610.57
1916559301,3,8,10,3,1,2,2,3,1,1,1,1,1,2,1,0,0,1,1,3,1,3,2000,1,3,1,2,2,56739.11,18913.03667
1916559302,3,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,2,1,2,29103.25,9701.083333
1916559303,3,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,3,2500,1,5,1,4,2,61121.72,12224.344
1916559304,3,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,3,1500,1,5,4,1,2,41199.45,8239.89
1916559305,3,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,3,2,1,2,56640.81,18880.27
1966560302,1,8,10,2,1,2,3,5,1,1,1,1,2,2,1,0,0,2,1,3,1,4,500,1,3,1,2,2,28687.45,9562.483333
1966560303,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2000,3,3,2,1,2,69945.64,23315.21333
1966560304,1,8,10,2,1,2,1,2,1,1,1,1,2,1,0,1,1,2,1,3,1,4,1500,3,1,1,0,2,21423.91,21423.91
1966560507,1,8,10,2,1,2,2,3,1,1,1,1,2,1,0,1,1,2,1,3,1,4,500,3,4,2,2,2,20993.45,5248.3625
1966560508,1,8,10,3,1,2,1,3,1,1,1,1,2,1,1,1,0,2,1,3,1,4,1000,3,1,1,0,2,22010.86,22010.86
1966560509,1,8,10,3,1,2,2,3,1,1,1,1,2,1,0,1,1,2,1,3,1,4,1500,3,8,5,3,2,107119.54,13389.9425
1966560510,1,8,10,3,1,2,1,3,1,1,1,1,2,2,1,0,0,2,1,3,1,4,800,3,1,0,1,2,19076.07,19076.07
1966560511,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,0,0,2,1,3,1,4,5000,3,6,4,2,2,68502.7,11417.11667
1966560512,1,8,10,3,1,2,1,2,1,1,1,1,2,1,1,0,0,2,1,3,1,3,5000,1,1,1,0,2,42798.89,42798.89
1966560713,1,8,10,2,1,1,3,4,1,1,1,1,2,1,2,0,0,2,1,3,2,4,2000,2,4,2,2,2,88032.77,22008.1925
1966560714,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,2,1,3,2,4,1500,3,3,2,1,2,86655.72,28885.24
1966560715,1,8,10,3,1,2,6,7,1,1,1,1,2,1,3,0,0,2,1,3,2,4,2000,3,1,0,1,2,14459.01,14459.01
1966560716,1,8,10,2,1,2,2,3,1,1,1,1,2,2,1,0,0,2,1,3,1,4,1500,3,4,2,2,2,99836.04,24959.01
1966560717,1,8,10,2,1,2,2,3,1,1,1,1,2,2,1,0,0,2,1,3,2,4,1500,3,3,1,2,2,104016.38,34672.12667
1966560718,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,2,4,2000,3,3,2,1,2,74754.08,24918.02667
1966560920,1,8,10,2,1,2,1,3,1,1,1,1,2,2,1,0,0,2,1,3,1,2,2000,,1,0,1,2,23478.26,23478.26
1966560921,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1500,1,4,2,2,2,134070.63,33517.6575
1966560922,1,8,10,2,1,2,3,5,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1800,1,3,2,1,2,63244.54,21081.51333
1966560924,1,8,10,2,1,2,3,5,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1200,1,6,4,2,2,134310.28,22385.04667
1966561019,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,4,1000,1,4,0,4,3,44999.98,11249.995
1966561020,1,8,10,3,1,2,4,6,1,1,1,1,2,1,2,0,0,1,1,3,1,4,1000,1,2,1,1,3,70434.76,35217.38
1966561021,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,2,1,3,1,1, ,,5,4,1,3,92445.62,18489.124
1966561022,2,8,10,2,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,1000,3,2,1,1,3,23478.25,11739.125
1966561023,1,8,3,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,4,1,3,3,36684.77,9171.1925
1966561024,1,8,10,3,1,2,3,7,1,1,1,1,2,1,2,2,0,1,1,3,1,4,1500,1,2,1,1,3,63694.56,31847.28
1966561401,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,5,600,,3,1,2,3,45978.24,15326.08
1966561402,1,8,10,2,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,4,600,3,2,1,1,3,25483.68,12741.84
1966561404,1,8,10,3,1,2,3,6,1,1,1,1,2,1,3,0,0,1,1,3,1,4,1500,1,2,1,1,3,78505.42,39252.71
1966561405,1,7,10,3,1,2,1,4,1,1,1,1,2,1,1,0,0,1,1,3,1,5,1200,,2,1,1,3,33040.74,16520.37
1966561406,1,8,10,2,1,2,3,8,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,4,1,3,3,23429.33,5857.3325
1966561608,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,1,0,1,1,3,1,4,1500,1,2,1,1,3,165245.87,82622.935
1966561609,1,8,3,3,1,2,2,6,1,1,1,1,2,1,2,0,0,1,1,3,1,4,1500,1,1,0,1,3,23606.53,23606.53
1966561610,2,8,3,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,2,1000,,2,1,1,3,71163.92,35581.96
1966561611,1,8,10,3,1,2,1,5,1,1,1,1,2,1,2,0,0,1,1,3,1,4,3000,1,2,1,1,3,146518.01,73259.005
1966561612,1,8,3,3,1,1,2,2,1,1,1,1,2,1,1,0,0,1,1,3,1,4,1500,3,3,2,1,3,25325.88,8441.96
1966561814,1,8,10,3,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,4,800,1,1,1,0,3,21540.97,21540.97
1966561815,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,0,0,1,1,3,1,4,2000,1,4,1,3,3,135094.37,33773.5925
1966561818,1,8,3,2,1,2,1,4,1,1,1,1,2,1,1,0,0,1,1,7,1,4,1000,3,1,0,1,3,8852.45,8852.45
1966562201,1,8,10,3,1,2,5,8,1,1,1,1,2,1,1,0,0,2,1,3,1,4,5000,2,1,1,0,2,23736.26,23736.26
1966562202,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,5,4,1,2,35604.39,7120.878
1966562204,1,8,10,2,1,2,1,5,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1000,2,1,1,0,2,32380.21,32380.21
1966562205,1,8,10,2,1,2,1,6,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1500,1,1,1,0,2,15309.88,15309.88
1966562206,1,8,10,3,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,2,2000,,2,1,1,2,29670.31,14835.155
1966562407,1,8,10,2,1,2,2,4,1,1,1,1,2,1,2,0,0,2,1,3,1,2,2000,,4,2,2,2,202499.98,50624.995
1966562408,1,8,10,3,1,2,3,4,1,1,1,1,2,1,2,0,0,2,1,3,1,4,2000,1,5,2,3,2,123187.46,24637.492
1966562409,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,2,1,1,1,1, ,,1,1,0,2,17608.69,17608.69
1966562412,1,8,10,2,1,2,1,2,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1000,1,6,1,5,2,38739.12,6456.52
1966562613,1,8,10,3,1,2,3,5,1,1,1,1,2,1,2,0,0,2,1,3,1,4,3000,1,2,0,2,2,26557.36,13278.68
1966562614,1,8,3,2,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,2,1500,,4,1,3,2,32459,8114.75
1966562615,1,8,10,2,1,2,1,2,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1000,3,2,1,1,2,17704.89,8852.445
1966562616,1,8,3,2,1,2,2,4,1,1,1,1,2,1,1,2,0,2,1,3,1,4,1500,1,2,1,1,2,76042.6,38021.3
1966562617,1,8,10,2,1,2,1,5,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1000,1,2,1,1,2,13032.77,6516.385
1966562618,1,8,3,3,1,2,2,3,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1200,1,6,3,3,2,41080.3,6846.716667
1966562819,1,8,10,2,1,2,3,5,1,1,1,1,2,1,2,0,0,2,1,3,1,4,1000,3,2,1,1,2,12622.59,6311.295
1966562820,1,8,10,2,1,2,2,5,1,1,1,1,2,1,1,0,0,2,1,3,1,4,800,2,1,1,0,2,32080.32,32080.32
1966562821,1,8,10,2,1,2,3,6,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1000,1,7,5,2,2,10770.48,1538.64
1966562823,1,8,10,2,1,2,3,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,600,1,2,1,1,2,28918.01,14459.005
1966562824,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,2,1,3,1,4,500,3,4,2,2,2,35729.48,8932.37
1966563019,2,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2500,2,5,2,3,2,68527.14,13705.428
1966563020,2,8,10,2,1,2,2,3,1,1,1,1,1,1,1,0,0,2,1,3,1,4,1500,1,2,1,1,2,17021.73,8510.865
1966563021,2,8,10,2,1,2,4,5,1,1,5,1,2,1,1,0,0,2,1,3,1,4,2000,3,7,4,3,2,161559.75,23079.96429
1966563022,1,8,10,2,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2500,3,3,2,1,2,152297.59,50765.86333
1966563023,2,8,3,2,1,1,2,2,1,1,1,3,,, , , ,2,1,3,1,1, ,,4,3,1,2,93570.64,23392.66
1966563024,2,8,3,2,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,1500,1,2,1,1,2,46296.17,23148.085
1966563301,2,8,3,2,1,2,1,2,1,2,5,1,2,1,1,0,0,1,1,3,1,4,1500,1,1,0,1,2,2934.78,2934.78
1966563302,2,8,3,2,1,2,2,3,1,2,5,1,2,1,1,0,0,1,1,3,1,4,1700,1,3,2,1,2,57521.73,19173.91
1966563303,1,6,3,2,2,,1,1,1,2,1,3,,, , , ,5,1,1,1,4,800,1,2,1,1,2,11739.13,5869.565
1966563304,1,8,3,2,1,2,2,3,1,1,1,1,2,2,1,0,0,2,1,3,1,4,1500,2,6,2,4,2,46956.52,7826.086667
1966563305,1,8,10,2,1,2,1,4,1,2,1,1,2,1,2,0,0,2,1,3,1,4,2000,1,2,1,1,2,30560.86,15280.43
1966563507,1,8,10,2,1,2,2,3,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2000,1,3,3,0,2,49891.29,16630.43
1966563509,1,8,3,2,1,2,1,2,1,1,1,1,2,2,1,0,0,2,1,3,1,4,1000,2,2,1,1,2,36635.85,18317.925
1966563510,1,8,10,2,1,2,2,5,1,1,1,1,2,1,2,0,0,2,1,3,1,4,2000,1,3,2,1,2,10516.3,3505.433333
1966563512,1,8,10,2,1,2,2,5,1,1,1,1,2,1,2,0,0,1,1,3,1,4,2000,1,5,2,3,2,54046.95,10809.39
1966563713,1,8,10,2,1,2,2,3,1,1,1,1,2,1,2,0,0,2,1,3,1,4,2100,2,4,2,2,2,38360.64,9590.16
1966563714,1,8,10,3,1,2,3,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2000,1,1,0,1,2,5901.63,5901.63
1966563715,1,8,10,2,1,2,2,3,1,1,1,1,1,1,1,0,0,2,1,3,1,4,1800,1,1,0,1,2,5901.63,5901.63
1966563717,2,8,10,2,1,2,1,2,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2000,2,2,1,1,2,14754.08,7377.04
1966563718,2,8,10,3,1,2,2,3,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2000,2,3,2,1,2,44616.38,14872.12667
1966564301,1,8,3,2,1,1,3,4,1,,,1,2,2,0,1,0,1,1,3,1,4,1500,1,5,2,3,3,19809.78,3961.956
1966564304,1,8,3,3,1,2,1,3,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,1,0,1,3,15994.55,15994.55
1966564305,1,8,10,3,1,2,2,5,1,1,1,1,2,1,1,0,0,1,1,3,1,4,2000,1,2,1,1,3,70434.78,35217.39
1966564507,1,8,10,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,4,3500,1,2,1,1,3,44021.73,22010.865
1966564508,2,8,10,3,1,2,3,6,1,1,1,1,2,1,3,1,0,1,1,3,1,4,3000,1,2,1,1,3,58695.65,29347.825
1966564509,2,8,3,3,1,2,1,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,2000,2,2,1,1,3,35951.07,17975.535
1966564510,1,8,10,3,1,2,3,5,1,1,1,1,2,1,1,0,0,1,1,3,1,4,3000,1,4,2,2,3,52826.08,13206.52
1966564713,1,8,3,3,1,2,3,7,1,2,5,1,2,1,2,0,0,2,1,3,1,4,6000,2,2,1,1,3,124475.37,62237.685
1966564714,2,7,3,2,1,2,3,6,1,2,1,1,2,1,2,0,0,2,1,3,1,4,5000,1,4,1,3,3,59409.8,14852.45
1966564715,1,8,3,2,1,2,1,3,1,1,1,1,2,1,1,0,0,2,1,3,1,1, ,,3,1,2,3,60983.6,20327.86667
1966564716,1,8,10,2,1,2,2,4,1,1,5,1,2,1,1,1,0,2,1,3,1,4,3000,1,2,1,1,3,44262.28,22131.14
1966564717,1,8,10,3,1,2,3,9,1,1,1,1,2,1,2,0,0,2,1,3,1,4,15000,1,4,2,2,3,101754.08,25438.52
1966564718,1,8,10,2,1,2,2,4,1,3,1,1,2,1,1,0,0,2,1,3,1,4,5000,1,1,0,1,3,17704.9,17704.9
1966564919,2,8,3,2,1,2,2,5,1,1,1,1,2,1,0,1,1,2,1,3,1,4,4000,1,2,1,1,3,60652.17,30326.085
1966564920,1,8,10,3,1,2,3,5,1,2,1,1,2,1,2,0,0,2,1,3,1,4,4000,1,3,2,1,3,96847.81,32282.60333
1966564922,1,8,10,2,1,2,4,6,1,2,1,1,2,1,1,0,0,2,1,3,1,1, ,,3,2,1,3,121059.77,40353.25667
1966564923,1,8,10,2,1,2,3,6,1,2,1,1,2,1,1,0,0,2,1,3,1,4,6000,1,8,5,3,3,77038.01,9629.75125
1966564924,1,8,3,3,1,2,2,5,1,1,1,1,2,1,1,0,0,2,1,3,1,4,4000,1,4,2,2,3,37565.21,9391.3025
1966565201,1,8,10,2,1,2,2,3,1,1,1,1,2,1,0,2,2,2,1,3,1,4,2500,2,3,2,1,2,299769.17,99923.05667
1966565202,1,8,10,2,1,1,2,3,1,1,1,1,2,1,0,2,2,2,1,3,1,4,2500,1,2,1,1,2,118681.3,59340.65
1966565203,1,8,10,2,1,2,3,4,1,2,1,1,2,1,0,2,2,2,1,3,1,4,3000,1,5,3,2,2,120412.07,24082.414
1966565206,1,8,3,2,1,2,2,3,1,1,1,1,2,1,0,1,1,2,1,3,1,4,2000,1,1,0,1,2,20769.22,20769.22
1966565407,2,8,10,3,1,2,2,4,1,1,1,1,2,1,1,1,0,2,1,3,1,4,5000,1,3,2,1,2,57655.75,19218.58333
1966565408,2,8,3,2,1,2,2,3,1,1,1,1,2,1,1,0,0,1,1,3,1,4,2000,1,2,1,1,2,48423.9,24211.95
1966565409,2,8,10,3,1,2,1,3,1,1,1,1,1,1,2,0,0,1,1,3,1,4,3500,1,1,1,0,2,52826.08,52826.08
1966565410,1,8,3,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,1, ,,1,1,0,2,26413.04,26413.04
1966565411,1,8,3,2,1,2,2,4,1,1,1,1,2,1,1,0,0,2,1,3,1,4,4000,1,1,1,0,2,14086.95,14086.95
1966565412,2,8,3,2,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,3,1,4,1500,1,3,2,1,2,41263.03,13754.34333
